ScanID,volume
138_1_0,576.8161432
138_2_0,912.4069004
138_3_0,964.2766077
139_1_0,159.6272381
139_2_0,911.9573514
139_3_0,365.7545846
139_4_0,142.2764513
139_5_0,1306.167226
139_6_0,462.2249589
139_7_0,497.6205639
14_1_0,80.18327929
14_2_0,333.1250785
14_3_0,1055.503531
140_1_0,87.40933534
140_2_0,212.9440191
140_3_0,317.0913123
140_4_0,203.6451536
140_5_0,196.2060612
140_6_0,1587.316334
140_7_0,541.1939699
140_8_0,250.1394809
140_9_0,264.0877791
141_1_0,646.2451816
141_2_0,449.0729278
141_3_0,342.6149049
141_4_0,618.5061193
141_5_0,427.3315006
141_6_0,722.7150291
141_7_0,322.3728864
143_1_0,133.6318995
143_2_0,680.6225761
143_3_0,344.8118442
143_4_0,848.8741387
143_5_0,291.4975631
145_1_0,2768.869947
146_1_0,284.0563631
146_2_0,269.7169794
148_1_0,313.7086228
148_2_0,196.6960244
148_3_0,358.2164823
148_4_0,455.8466258
148_5_0,444.3607266
148_6_0,262.739945
15_1_0,137.8688644
15_2_0,823.8668546
15_3_0,153.9312563
15_4_0,129.8376684
15_5_0,797.7654677
15_6_0,1871.268664
15_7_0,402.8983318
15_8_0,958.3893873
15_9_0,560.1759198
152_1_0,190.5288356
152_2_0,318.0795204
152_3_0,297.3525341
152_4_0,2397.952876
152_5_0,292.5693835
152_6_0,606.662945
152_7_0,175.3821917
152_8_0,192.1232191
152_9_0,372.2885615
153_1_0,374.1356033
153_2_0,421.2650882
153_3_0,474.9201941
153_4_0,743.9207927
153_5_0,820.7781065
155_1_0,304.8805913
156_1_0,158.9624266
156_2_0,180.0215514
156_3_0,126.3547493
158_1_0,33352.75219
158_1_1,33352.75219
158_1_2,33352.75219
158_1_3,33352.75219
158_10_0,873.7677932
158_11_0,3499.132061
158_12_0,2485.263622
158_13_0,439.9295628
158_2_0,918.4375642
158_3_0,721.484483
158_4_0,1917.416079
158_5_0,2186.11152
158_6_0,467.678966
158_7_0,459.5571894
158_8_0,403.3815683
158_9_0,563.1098404
159_1_0,1032.88653
159_2_0,3038.424988
159_3_0,262.8419003
159_4_0,804.2688356
16_1_0,184.1267476
16_2_0,293.210241
16_3_0,153.1810758
16_4_0,1363.156846
16_5_0,599.5723925
161_1_0,180.3513147
161_2_0,617.3564233
161_3_0,534.8880871
161_4_0,1866.71318
161_5_0,1228.54699
162_1_0,2321.738852
162_2_0,6376.935874
162_3_0,202.9935608
162_4_0,472.0935772
162_5_0,1099.103293
162_6_0,416.6709932
162_7_0,587.6129392
164_1_0,1305.104868
164_2_0,167.6697226
164_3_0,314.9471816
165_1_0,176.3878678
166_1_0,255.5989193
166_2_0,237.4757686
166_3_0,100.6147335
166_4_0,167.4829105
166_5_0,214.353128
168_1_0,363.6209508
168_2_0,181.8104754
168_3_0,326.4324445
168_4_0,444.8847239
17_1_0,67.67790649
17_2_0,309.2880327
170_1_0,120.2276508
170_2_0,388.3793744
170_3_0,265.004403
170_4_0,729.5489384
170_5_0,296.47761
171_1_0,421.3290598
172_1_0,537.1360351
172_2_0,535.105275
172_3_0,422.3980919
172_4_0,133.0147837
172_5_0,1193.071534
173_1_0,563.4581144
173_2_0,848.074585
175_1_0,208.1273069
175_2_0,301.5338391
175_3_0,861.3461434
175_4_0,1392.948421
175_5_0,538.498062
175_6_0,707.1313317
177_1_0,216.4377509
178_1_0,1265.657092
178_2_0,162.430325
178_3_0,3240.809844
178_4_0,947.9433765
178_5_0,250.1427005
178_6_0,374.2394687
179_1_0,658.1763388
18_1_0,938.0059531
18_2_0,790.5164057
18_3_0,128.8810531
181_1_0,360.7939717
181_2_0,171.501671
181_3_0,446.1889946
181_4_0,1113.693424
182_1_0,202.5429909
182_2_0,233.1155178
182_3_0,775.1409431
183_1_0,776.8053755
184_1_0,142.3294819
184_2_0,61.32280868
185_1_0,215.4097295
185_2_0,427.613957
185_3_0,221.8207333
186_1_0,127.0453741
186_2_0,318.9649817
186_3_0,164.888677
186_4_0,254.0907481
188_1_0,146.4059734
188_2_0,142.6358625
188_3_0,701.86898
188_4_0,950.6962996
188_5_0,945.0411333
189_1_0,219.616459
189_2_0,824.7135557
189_3_0,925.3071085
19_1_0,250.5994295
19_10_0,374.3368036
19_11_0,914.2817091
19_12_0,3355.907572
19_13_0,286.845731
19_2_0,324.9668412
19_3_0,119.3628205
19_4_0,471.2019198
19_5_0,314.3429253
19_6_0,10094.59497
19_7_0,521.1968184
19_8_0,653.6832998
19_9_0,771.7962479
190_1_0,293.0950933
190_2_0,210.6035106
190_3_0,182.4813801
194_1_0,1537.496069
194_2_0,185.7187506
194_3_0,614.5731174
194_4_0,299.8436317
194_5_0,535.890746
194_6_0,496.9039854
194_7_0,693.2554888
194_8_0,587.6368101
195_1_0,219.9367241
195_2_0,436.5908104
195_3_0,169.3841039
195_4_0,528.5046653
195_5_0,551.483129
195_6_0,403.7644337
195_7_0,282.9633674
195_8_0,657.8405895
195_9_0,362.403199
2_1_0,219.084474
2_2_0,205.8277701
20_1_0,327.7346899
20_2_0,307.2085089
20_3_0,212.7880763
20_4_0,601.4171031
200_1_0,564.6330766
200_2_0,481.5535504
201_1_0,780.6170805
201_2_0,187.4575636
202_1_0,158.491896
202_2_0,269.2894715
202_3_0,203.2511815
202_4_0,205.4524578
202_5_0,190.7772823
202_6_0,130.6090625
205_1_0,105.5094296
205_2_0,368.9671071
206_1_0,538.3571234
207_1_0,774.1586018
207_2_0,881.1332449
207_3_0,194.243431
207_4_0,286.4386827
208_1_0,719.6734259
21_1_0,258.7162707
21_2_0,472.8721554
210_1_0,294.5887271
210_2_0,320.415684
210_3_0,247.7773677
211_1_0,329.9698778
211_2_0,521.9901639
211_3_0,256.4891907
212_1_0,705.0899232
213_1_0,182.9021544
213_2_0,745.7770942
213_3_0,185.478241
213_4_0,199.6467178
214_1_0,265.9692551
214_2_0,193.8908662
214_3_0,219.8390862
217_1_0,178.8856996
217_2_0,206.1378179
218_1_0,1002.50176
218_2_0,387.0418186
218_3_0,210.0177737
218_4_0,234.7630703
218_5_0,2230.249168
219_1_0,6442.584512
219_10_0,1315.406426
219_2_0,407.7033176
219_3_0,492.0056079
219_4_0,404.7963421
219_5_0,539.2439602
219_6_0,409.1568054
219_7_0,259.4475658
219_8_0,884.4473041
219_9_0,353.1975265
22_1_0,387.1765955
22_2_0,2391.486756
22_3_0,268.5117329
22_4_0,236.4635583
22_5_0,817.6615349
220_1_0,392.0040825
220_2_0,276.8479536
220_3_0,309.1863186
220_4_0,200.3401146
221_1_0,404.2170808
221_2_0,768.7342697
222_1_0,289.2140654
222_2_0,157.4485838
222_3_0,380.2215801
222_4_0,313.2221828
222_5_0,893.3252984
222_6_0,371.8466555
222_7_0,1214.364078
222_8_0,418.7462336
227_1_0,1550.301349
227_2_0,112.700401
228_1_0,765.6403309
229_1_0,273.0027286
229_2_0,199.9744987
229_3_0,141.9614189
229_4_0,227.2747716
229_5_0,432.7093248
229_6_0,264.1301399
229_7_0,223.8622374
229_8_0,432.7093248
23_1_0,171.0848549
23_10_0,131.0166547
23_11_0,129.1086451
23_12_0,146.2807309
23_13_0,311.005554
23_14_0,1302.534508
23_2_0,56.60428284
23_3_0,88.40444174
23_4_0,165.9968295
23_5_0,279.8413983
23_6_0,129.7446483
23_7_0,189.528947
23_8_0,162.8168136
23_9_0,279.2053951
230_1_0,701.9330303
230_2_0,455.0921258
231_1_0,530.4603092
232_1_0,3369.726033
233_1_0,181.0840623
233_2_0,746.8112215
236_1_0,1253.800277
238_1_0,204.6417085
238_2_0,209.3642095
238_3_0,300.6658948
24_1_0,943.61691
24_2_0,215.9394148
24_3_0,262.5772174
24_4_0,284.2989336
24_5_0,361.6026886
240_1_0,138.8781613
240_2_0,770.2069456
243_1_0,202.3010559
243_2_0,324.3792793
243_3_0,252.8763199
243_4_0,224.972726
243_5_0,320.0193428
245_1_0,232.4330526
245_2_0,236.5713265
245_3_0,152.4264232
246_1_0,293.2852076
247_1_0,484.7873117
247_2_0,370.086
248_1_0,486.6511166
248_2_0,576.4943997
248_3_0,89.16265213
249_1_0,125.1390715
25_1_0,144.1146924
25_10_0,1350.989865
25_11_0,617.4392509
25_12_0,263.6410961
25_13_0,1335.963689
25_14_0,247.9319116
25_15_0,779.9951599
25_2_0,138.6506282
25_3_0,3440.994409
25_4_0,255.4449998
25_5_0,259.5430479
25_6_0,148.2127405
25_7_0,205.5854143
25_8_0,640.6615236
25_9_0,68.98381011
251_1_0,1090.357187
252_1_0,185.8306844
252_2_0,470.429646
252_3_0,255.3342869
256_1_0,1155.507095
256_2_0,194.3551685
256_3_0,331.8411398
256_4_0,684.3051753
256_5_0,308.7184992
256_6_0,190.6055511
256_7_0,338.7154384
256_8_0,214.353128
256_9_0,889.909196
257_1_0,218.1358477
257_2_0,272.464021
257_3_0,181.9170654
258_1_0,526.3268448
259_1_0,347.5409332
26_1_0,547.2835042
26_2_0,476.2915402
26_3_0,818.3437304
260_1_0,380.793378
260_2_0,3609.290153
260_3_0,192.1895015
260_4_0,1641.499138
262_1_0,309.3451516
263_1_0,183.3181675
263_2_0,163.3457602
263_3_0,200.4373738
263_4_0,2964.475892
263_5_0,1019.306076
263_6_0,709.0204612
263_7_0,701.1741583
263_8_0,194.7309717
263_9_0,869.5130203
264_1_0,281.1150501
264_2_0,199.5414865
264_3_0,141.185014
264_4_0,378.3758376
264_5_0,552.817766
264_6_0,871.5821532
264_7_0,1081.163463
264_8_0,453.6745117
264_9_0,904.8390676
265_1_0,125.9278387
265_10_0,679.4716005
265_2_0,182.4943545
265_3_0,260.6100192
265_4_0,615.4975648
265_5_0,2557.614607
265_6_0,586.540896
265_7_0,167.0059038
265_8_0,319.1967677
265_9_0,329.2979313
266_1_0,171.6360311
266_2_0,367.1317796
266_3_0,1351.537537
266_4_0,748.8872569
266_5_0,1130.642734
266_6_0,233.9791635
268_1_0,190.0366005
268_2_0,194.9634753
268_3_0,430.7496278
27_1_0,1969.945002
270_1_0,175.2905237
270_2_0,230.9262117
270_3_0,211.1107612
271_1_0,5409.132763
275_1_0,2247.994351
275_2_0,118.213496
275_3_0,1582.639701
275_4_0,184.748961
275_5_0,545.2032276
276_1_0,294.0375603
276_2_0,340.1764328
279_1_0,270.7252195
28_1_0,2793.139128
28_2_0,1106.961367
280_1_0,1170.105705
280_2_0,1218.219704
280_3_0,224.5319914
280_4_0,527.2492299
280_5_0,506.5334807
285_1_0,1264.874532
285_2_0,146.2282696
286_1_0,531.645125
289_1_0,343.5239033
289_2_0,478.4121883
289_3_0,763.9467355
289_4_0,307.5957153
289_5_0,205.4840229
289_6_0,460.7632538
29_1_0,2831.03501
29_2_0,137.4010925
29_3_0,562.4857223
29_4_0,1590.131393
29_5_0,594.6891034
29_6_0,156.7231211
29_7_0,59.39734727
290_1_0,178.9619204
290_2_0,159.1558581
290_3_0,195.2311859
294_1_0,264.3956951
294_2_0,890.5960257
294_3_0,305.4466057
295_1_0,201.2294671
295_2_0,238.7256411
295_3_0,569.3169084
297_1_0,630.162185
297_2_0,400.6702848
297_3_0,473.4054225
298_1_0,264.8637992
298_2_0,408.0334204
298_3_0,921.0578964
299_1_0,2623.57366
299_2_0,615.5834689
3_1_0,991.4811421
3_2_0,266.4564449
3_3_0,344.0906684
3_4_0,220.4022446
3_5_0,255.2718534
30_1_0,342.4359252
30_2_0,1250.541322
30_3_0,145.2101708
30_4_0,320.7627654
30_5_0,213.1194049
30_6_0,231.9028101
300_1_0,167.3499602
301_1_0,161.3465157
31_1_0,827.6563939
32_1_0,841.4403022
32_2_0,32231.4769
32_2_1,32231.4769
32_2_2,32231.4769
32_3_0,1028.350963
32_4_0,273.8617745
32_5_0,2215.541756
32_6_0,621.6662281
32_7_0,289.6088265
32_8_0,251.9528325
33_1_0,538.4848235
33_3_0,339.3706678
33_4_0,191.6004139
33_5_0,108.3231098
33_6_0,1242.89811
33_7_0,447.6937777
36_1_0,196.0533927
36_10_0,387.9648123
36_11_0,122.8785348
36_12_0,162.917608
36_13_0,127.7108368
36_2_0,82.14913285
36_3_0,133.2334676
36_4_0,122.8785348
36_5_0,356.2096853
36_6_0,100.0976829
36_7_0,75.93617322
36_8_0,651.670432
36_9_0,403.8423758
37_1_0,259.3323577
37_2_0,354.8045834
37_3_0,137.4529207
37_4_0,335.8455599
37_5_0,266.1034376
37_6_0,317.5636443
37_7_0,457.047889
38_1_0,114.5256672
38_2_0,196.9841475
4_1_0,179.7504087
42_1_0,138.867494
44_1_0,162.9903807
44_2_0,155.5817271
44_3_0,222.9331241
44_4_0,101.0270955
45_1_0,692.1145193
45_2_0,252.3334185
45_3_0,1031.683205
49_1_0,243.6696497
49_2_0,556.4209012
49_3_0,108.6465191
49_4_0,303.9590476
5_1_0,1468.208923
5_2_0,631.4572611
5_3_0,8104.881371
5_4_0,1485.198805
5_5_0,6237.410233
5_6_0,526.6863254
5_7_0,411.2967138
5_8_0,903.2953646
5_9_0,242.1058109
50_1_0,585.2663905
50_2_0,243.3129938
50_3_0,214.8168774
51_1_0,2268.561337
51_2_0,2209.012394
51_3_0,1015.499532
51_4_0,306.6137077
52_1_0,455.9755744
52_2_0,227.9877872
53_1_0,933.7043824
53_2_0,108.3933804
53_3_0,257.988923
53_4_0,977.4420622
54_1_0,408.5063668
54_10_0,160.4364939
54_11_0,287.8419449
54_12_0,258.1814166
54_13_0,169.8739347
54_2_0,130.7759656
54_3_0,428.0553513
54_4_0,419.2920134
54_5_0,390.979691
54_6_0,412.5509843
54_7_0,246.0475641
54_8_0,96.39671691
54_9_0,246.7216671
55_1_0,627.6228862
55_2_0,161.2098685
55_3_0,355.2877685
55_4_0,323.9848814
55_5_0,670.664356
56_1_0,1010.288167
56_2_0,135.809229
56_3_0,250.4189687
57_1_0,135.380691
57_2_0,1051.14548
58_1_0,2163.35337
59_1_0,133.7578356
59_2_0,208.3239853
59_3_0,182.1873967
59_4_0,237.5354666
59_5_0,1029.320355
6_1_0,113.3059553
6_2_0,142.6562931
6_3_0,115.3536532
6_4_0,298.28134
6_5_0,649.8028277
6_6_0,1049.786501
60_1_0,283.9447452
60_10_0,212.4712396
60_11_0,300.8384829
60_12_0,280.6959495
60_2_0,371.0124703
60_3_0,374.261266
60_4_0,1844.666205
60_5_0,747.2230138
60_6_0,471.7251374
60_7_0,171.5364136
60_8_0,837.5395346
60_9_0,238.4616053
62_1_0,181.8564438
62_2_0,684.3051753
63_1_0,356.3595354
64_1_0,269.39172
64_2_0,132.7987352
64_3_0,266.3563203
64_4_0,100.9270387
65_1_0,237.780409
66_1_0,243.9196622
66_2_0,348.1702576
66_3_0,198.477095
66_4_0,127.640152
66_5_0,626.8401183
66_6_0,50.78875159
67_1_0,785.9680125
67_2_0,160.5827869
67_3_0,213.8413997
67_4_0,130.7256858
67_5_0,71.81843235
67_6_0,183.9842986
67_7_0,208.1927589
68_1_0,5576.784016
68_2_0,98.72173201
69_1_0,428.8176863
69_2_0,140.422693
7_1_0,616.4834355
7_2_0,339.1377408
7_3_0,1038.250075
7_4_0,627.9796301
7_5_0,755.8747951
7_6_0,460.5662962
7_7_0,550.3803166
7_8_0,362.8486421
7_9_0,1053.33883
72_1_0,131.8373187
73_1_0,499.129873
73_10_0,453.4867283
73_2_0,401.9541455
73_3_0,117.0525808
73_4_0,215.7006678
73_5_0,707.4687433
73_6_0,521.2152656
73_7_0,154.5977483
73_8_0,306.9869573
73_9_0,628.6975097
74_1_0,1768.232333
74_2_0,456.9009095
74_3_0,145.8469005
74_4_0,313.6353701
75_1_0,477.2249362
75_2_0,368.2370791
75_3_0,390.8085288
76_1_0,238.009954
76_2_0,107.4670984
76_3_0,371.1900391
77_1_0,93.90460158
77_10_0,876.9136478
77_11_0,1117.676574
77_12_0,169.4519126
77_2_0,257.0020675
77_3_0,163.0974659
77_4_0,207.578593
77_5_0,102.3771972
77_6_0,122.8526367
77_7_0,163.8035155
77_8_0,117.2042396
77_9_0,351.6127187
78_1_0,224.6950263
78_2_0,249.3725148
78_3_0,656.5510741
78_4_0,703.3084206
78_5_0,2443.071356
79_1_0,146.80619
79_2_0,271.8158278
79_3_0,573.1211085
79_4_0,514.7832776
79_5_0,702.6182718
79_6_0,755.1864271
79_7_0,1057.132783
8_1_0,238.6453288
8_2_0,298.6639144
80_1_0,245.8905712
81_1_0,263.2896674
81_10_0,81387.74499
81_10_1,81387.74499
81_10_2,81387.74499
81_10_3,81387.74499
81_10_4,81387.74499
81_10_5,81387.74499
81_10_6,81387.74499
81_10_7,81387.74499
81_10_8,81387.74499
81_2_0,101.3633344
81_3_0,179.1389747
81_4_0,267.7522042
81_5_0,373.5780753
81_6_0,247.9895415
81_7_0,410.5533797
81_8_0,114.1134394
81_9_0,659.1804265
82_1_0,275.6800815
83_1_0,303.0940731
83_2_0,530.5708619
83_3_0,509.32303
84_1_0,433.5538455
84_2_0,166.4669202
84_3_0,135.3930951
84_4_0,666.6075338
84_5_0,364.7475185
85_1_0,322.1007132
85_2_0,655.5430009
85_3_0,1640.747765
85_4_0,696.3726688
85_5_0,925.4724718
85_6_0,869.5207047
85_7_0,571.6153503
86_1_0,1674.380156
87_1_0,171.255978
87_2_0,5395.841338
87_3_0,336.7608225
87_4_0,168.0609038
88_1_0,623.2805186
88_2_0,3076.807554
88_3_0,858.8027299
89_1_0,171.5442234
89_2_0,263.1256017
89_3_0,1090.775221
89_4_0,172.2276665
89_5_0,208.450152
89_6_0,219.3852419
89_7_0,1265.053217
89_8_0,324.6354826
89_9_0,310.9666202
9_1_0,94.92033238
9_2_0,560.2290946
9_3_0,916.6781749
90_1_0,222.9226069
90_2_0,247.9053129
91_1_0,338.456043
91_2_0,369.7302154
91_3_0,346.1008407
91_4_0,303.7069627
92_1_0,283.4725101
92_2_0,1466.798154
92_3_0,1152.663054
92_4_0,7481.046044
92_5_0,102.0000423
93_1_0,94.469415
93_2_0,222.6255981
94_1_0,121.0285409
94_2_0,361.0796249
97_1_0,248.0996846
97_2_0,106.2391596
97_3_0,132.4864814
98_1_0,199.6068667
98_2_0,141.9282591
98_3_0,1595.558785
98_4_0,1583.245374
99_1_0,517.9367942
99_2_0,204.2936533
99_3_0,356.859106
